date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:01:32	13529/13529	---M-Z	200	added ('OK')	text/html	etag:W/%22672917c8-34d9%22	https://raped.lol/index.html	C:/My%20Web%20Sites/raped/raped.lol/index-2.html	(from https://raped.lol/)
23:01:32	5595/5595	---M-Z	200	added ('OK')	application/javascript	etag:W/%22672917c8-15db%22	https://raped.lol/assets/sparkle.js	C:/My%20Web%20Sites/raped/raped.lol/assets/sparkle.js	(from https://raped.lol/)
23:01:32	6630482/6630482	---M--	200	added ('OK')	audio/mp3	etag:%22672917c8-652c52%22	https://raped.lol/assets/1.mp3	C:/My%20Web%20Sites/raped/raped.lol/assets/1.mp3	(from https://raped.lol/)
23:01:32	482/482	---M-Z	200	added ('OK')	application/javascript	etag:W/%22672917c8-1e2%22	https://raped.lol/assets/disable_inspect.js	C:/My%20Web%20Sites/raped/raped.lol/assets/disable_inspect.js	(from https://raped.lol/)
23:01:32	2083/2083	---M-Z	200	added ('OK')	application/javascript	etag:W/%22672917c8-823%22	https://raped.lol/assets/app.js	C:/My%20Web%20Sites/raped/raped.lol/assets/app.js	(from https://raped.lol/)
23:01:57	47245/47245	---M-Z	200	added ('OK')	text/html	etag:W/%22672917c8-b88d%22	https://raped.lol/Speculate-assets/index.js.html	C:/My%20Web%20Sites/raped/raped.lol/Speculate-assets/index.js.html	(from https://raped.lol/speculate.html)
23:01:57	14274/14274	---M-Z	200	added ('OK')	text/css	etag:W/%22672917c8-37c2%22	https://raped.lol/Speculate-assets/main-2.css	C:/My%20Web%20Sites/raped/raped.lol/Speculate-assets/main-2.css	(from https://raped.lol/speculate.html)
23:01:57	11447/11447	---M-Z	200	added ('OK')	application/javascript	etag:W/%22672917c8-2cb7%22	https://raped.lol/Speculate-assets/38359ed66d.js	C:/My%20Web%20Sites/raped/raped.lol/Speculate-assets/38359ed66d.js	(from https://raped.lol/speculate.html)
23:01:57	11700/11700	---M-Z	200	added ('OK')	application/javascript	etag:W/%22672917c8-2db4%22	https://raped.lol/Speculate-assets/typed.min.js	C:/My%20Web%20Sites/raped/raped.lol/Speculate-assets/typed.min.js	(from https://raped.lol/speculate.html)
23:01:57	86659/86659	---M-Z	200	added ('OK')	application/javascript	etag:W/%22672917c8-15283%22	https://raped.lol/Speculate-assets/jquery.min.js	C:/My%20Web%20Sites/raped/raped.lol/Speculate-assets/jquery.min.js	(from https://raped.lol/speculate.html)
23:02:03	256264/256264	---M--	200	added ('OK')	image/png	etag:%22672917c8-3e908%22	https://raped.lol/Speculate-assets/baby.png	C:/My%20Web%20Sites/raped/raped.lol/Speculate-assets/baby.png	(from https://raped.lol/speculate.html)
23:02:03	47245/47245	---M-Z	200	added ('OK')	text/html	etag:W/%22672917c8-b88d%22	https://raped.lol/assets/css/modes.ttf.html	C:/My%20Web%20Sites/raped/raped.lol/assets/css/modes.ttf.html	(from https://raped.lol/speculate.html)
23:02:03	176/176	---M--	200	added ('OK')	application/javascript	etag:%22672917c8-b0%22	https://raped.lol/Speculate-assets/typed.js	C:/My%20Web%20Sites/raped/raped.lol/Speculate-assets/typed.js	(from https://raped.lol/speculate.html)
23:02:04	923/923	---M-Z	200	added ('OK')	application/javascript	etag:W/%22672917c8-39b%22	https://raped.lol/Speculate-assets/main.js	C:/My%20Web%20Sites/raped/raped.lol/Speculate-assets/main.js	(from https://raped.lol/speculate.html)
23:02:04	6630482/6630482	---M--	200	added ('OK')	audio/mp3	etag:%22672917c8-652c52%22	https://raped.lol/Speculate-assets/fraudstar.mp3	C:/My%20Web%20Sites/raped/raped.lol/Speculate-assets/fraudstar.mp3	(from https://raped.lol/speculate.html)
23:02:04	14572/14572	---M-Z	200	added ('OK')	application/javascript	etag:W/%22672917c8-38ec%22	https://raped.lol/Speculate-assets/disable_inspect.js	C:/My%20Web%20Sites/raped/raped.lol/Speculate-assets/disable_inspect.js	(from https://raped.lol/speculate.html)
23:02:04	14181/14181	---M-Z	200	added ('OK')	application/javascript	etag:W/%22672917c8-3765%22	https://raped.lol/Speculate-assets/disable-devtool.min.js	C:/My%20Web%20Sites/raped/raped.lol/Speculate-assets/disable-devtool.min.js	(from https://raped.lol/speculate.html)
23:02:04	1795/1795	---M-Z	200	added ('OK')	application/javascript	etag:W/%22672917c8-703%22	https://raped.lol/Speculate-assets/funny.js	C:/My%20Web%20Sites/raped/raped.lol/Speculate-assets/funny.js	(from https://raped.lol/speculate.html)
23:02:05	12593/12593	---M-Z	200	added ('OK')	application/javascript	etag:W/%22672917c8-3131%22	https://raped.lol/Speculate-assets/snow.js	C:/My%20Web%20Sites/raped/raped.lol/Speculate-assets/snow.js	(from https://raped.lol/speculate.html)
23:02:05	35940/35940	---M--	200	added ('OK')	image/png	etag:%22672917c8-8c64%22	https://raped.lol/Speculate-assets/roblox.png	C:/My%20Web%20Sites/raped/raped.lol/Speculate-assets/roblox.png	(from https://raped.lol/speculate.html)
23:02:05	163478/163478	---M-Z	200	added ('OK')	text/css	etag:W/%22672917c8-27e96%22	https://raped.lol/Speculate-assets/fa.css	C:/My%20Web%20Sites/raped/raped.lol/Speculate-assets/fa.css	(from https://raped.lol/speculate.html)
23:02:05	2083/2083	---M-Z	200	added ('OK')	application/javascript	etag:W/%22672917c8-823%22	https://raped.lol/Speculate-assets/app.js	C:/My%20Web%20Sites/raped/raped.lol/Speculate-assets/app.js	(from https://raped.lol/speculate.html)
23:02:06	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://raped.lol/assets/img/logo.png	C:/My%20Web%20Sites/raped/raped.lol/assets/img/logo.png	(from https://raped.lol/Speculate-assets/index.js.html)
23:02:06	47245/47245	---M-Z	200	added ('OK')	text/html	etag:W/%22672917c8-b88d%22	https://raped.lol/Speculate-assets/script.js.html	C:/My%20Web%20Sites/raped/raped.lol/Speculate-assets/script.js.html	(from https://raped.lol/speculate.html)
23:02:11	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://raped.lol/http	C:/My%20Web%20Sites/raped/raped.lol/http	(from https://raped.lol/Speculate-assets/index.js.html)
23:02:27	47245/47245	---M-Z	200	added ('OK')	text/html	etag:W/%22672917c8-b88d%22	https://raped.lol/Speculate-assets/derk.otf.html	C:/My%20Web%20Sites/raped/raped.lol/Speculate-assets/derk.otf.html	(from https://raped.lol/Speculate-assets/main-2.css)
23:02:27	47245/47245	---M-Z	200	added ('OK')	text/html	etag:W/%22672917c8-b88d%22	https://raped.lol/Speculate-assets/modes.ttf.html	C:/My%20Web%20Sites/raped/raped.lol/Speculate-assets/modes.ttf.html	(from https://raped.lol/Speculate-assets/main-2.css)
